Subfolder,Cluster
id13_id7_0009.mp4_413,0
id13_id7_0011.mp4_1,0
id13_id7_0012.mp4_122,0
id13_id7_0015.mp4_41,0
id16_0000.mp4_144,0
id16_0001.mp4_189,0
id16_0002.mp4_17,0
id16_0003.mp4_17,0
id16_0004.mp4_54,0
id16_0005.mp4_9,0
id16_0006.mp4_82,0
id16_0007.mp4_165,0
id16_0008.mp4_229,0
id16_0009.mp4_216,0
id16_0010.mp4_178,0
id16_0011.mp4_134,0
id16_0012.mp4_273,0
id16_0013.mp4_214,0
id16_id0_0000.mp4_142,0
id16_id0_0001.mp4_178,0
id16_id0_0002.mp4_124,0
id16_id0_0003.mp4_184,0
id16_id0_0004.mp4_168,0
id16_id0_0005.mp4_42,0
id16_id0_0006.mp4_199,0
id16_id0_0007.mp4_133,0
id16_id0_0009.mp4_189,0
id16_id0_0010.mp4_130,0
id16_id0_0011.mp4_8,0
id16_id0_0012.mp4_54,0
id16_id0_0013.mp4_166,0
id16_id17_0000.mp4_205,0
id16_id17_0001.mp4_274,0
id16_id17_0002.mp4_160,0
id16_id17_0003.mp4_48,0
id16_id17_0004.mp4_357,0
id16_id17_0005.mp4_103,0
id16_id17_0006.mp4_38,0
id16_id17_0007.mp4_179,0
id16_id17_0009.mp4_194,0
id16_id17_0010.mp4_283,0
id16_id17_0011.mp4_207,0
id16_id17_0012.mp4_172,0
id16_id17_0013.mp4_259,0
id16_id1_0000.mp4_291,0
id16_id1_0001.mp4_78,0
id16_id1_0002.mp4_253,0
id16_id1_0003.mp4_50,0
id16_id1_0004.mp4_68,0
id16_id1_0005.mp4_62,0
id16_id1_0006.mp4_35,0
id16_id1_0007.mp4_151,0
id16_id1_0009.mp4_139,0
id16_id1_0010.mp4_117,0
id16_id1_0011.mp4_173,0
id16_id1_0012.mp4_164,0
id16_id1_0013.mp4_156,0
id16_id2_0000.mp4_266,0
id16_id2_0001.mp4_286,0
id16_id2_0002.mp4_218,0
id16_id2_0003.mp4_57,0
id16_id2_0004.mp4_284,0
id16_id2_0005.mp4_312,0
id16_id2_0006.mp4_137,0
id16_id2_0007.mp4_55,0
id16_id2_0009.mp4_194,0
id16_id2_0010.mp4_115,0
id16_id2_0011.mp4_131,0
id16_id2_0012.mp4_172,0
id16_id2_0013.mp4_12,0
id16_id3_0000.mp4_80,0
id16_id3_0001.mp4_267,0
id16_id3_0002.mp4_257,0
id16_id3_0003.mp4_218,0
id16_id3_0004.mp4_99,0
id16_id3_0005.mp4_44,0
id16_id3_0006.mp4_106,0
id16_id3_0007.mp4_54,0
id16_id3_0009.mp4_96,0
id16_id3_0010.mp4_58,0
id16_id3_0011.mp4_25,0
id16_id3_0012.mp4_260,0
id16_id3_0013.mp4_198,0
id16_id6_0000.mp4_295,0
id16_id6_0001.mp4_225,0
id16_id6_0002.mp4_153,0
id16_id6_0003.mp4_40,0
id16_id6_0004.mp4_8,0
id16_id6_0005.mp4_49,0
id16_id6_0006.mp4_9,0
id16_id6_0007.mp4_108,0
id16_id6_0009.mp4_179,0
id16_id6_0010.mp4_131,0
id16_id6_0011.mp4_46,0
id16_id6_0012.mp4_48,0
id16_id6_0013.mp4_153,0
id16_id9_0000.mp4_41,0
id16_id9_0001.mp4_92,0
id16_id9_0002.mp4_244,0
id16_id9_0003.mp4_216,0
id16_id9_0004.mp4_253,0
id16_id9_0005.mp4_323,0
id16_id9_0006.mp4_168,0
id16_id9_0007.mp4_69,0
id16_id9_0009.mp4_190,0
id16_id9_0010.mp4_229,0
id16_id9_0011.mp4_54,0
id16_id9_0012.mp4_180,0
id16_id9_0013.mp4_53,0
id17_0000.mp4_61,0
id17_0001.mp4_195,0
id17_0002.mp4_110,0
id17_0003.mp4_101,0
id17_0004.mp4_110,0
id17_0005.mp4_297,0
id17_0006.mp4_62,0
id17_0007.mp4_66,0
id17_0008.mp4_100,0
id17_0009.mp4_150,0
id17_id0_0000.mp4_0,0
id17_id0_0001.mp4_243,0
id17_id0_0002.mp4_115,0
id17_id0_0003.mp4_228,0
id17_id0_0004.mp4_11,0
id17_id0_0005.mp4_45,0
id17_id0_0006.mp4_154,0
id17_id0_0007.mp4_102,0
id17_id0_0009.mp4_23,0
id17_id16_0000.mp4_21,0
id17_id16_0001.mp4_140,0
id17_id16_0002.mp4_161,0
id17_id16_0003.mp4_137,0
id17_id16_0004.mp4_215,0
id17_id16_0005.mp4_291,0
id17_id16_0006.mp4_4,0
id17_id16_0007.mp4_159,0
id17_id16_0009.mp4_27,0
id17_id1_0000.mp4_216,0
id17_id1_0001.mp4_112,0
id17_id1_0002.mp4_105,0
id17_id1_0003.mp4_46,0
id17_id1_0004.mp4_283,0
id17_id1_0005.mp4_87,0
id17_id1_0006.mp4_65,0
id17_id1_0007.mp4_8,0
id17_id1_0009.mp4_198,0
id17_id2_0000.mp4_267,0
id17_id2_0001.mp4_157,0
id17_id2_0002.mp4_141,0
id17_id2_0003.mp4_109,0
id17_id2_0004.mp4_248,0
id17_id2_0005.mp4_298,0
id17_id2_0006.mp4_43,0
id17_id2_0007.mp4_9,0
id17_id2_0009.mp4_10,0
id17_id3_0000.mp4_60,0
id17_id3_0001.mp4_275,0
id17_id3_0002.mp4_305,0
id17_id3_0003.mp4_206,0
id17_id3_0004.mp4_75,0
id17_id3_0005.mp4_6,0
id17_id3_0006.mp4_67,0
id17_id3_0007.mp4_20,0
id17_id3_0009.mp4_125,0
id17_id6_0000.mp4_253,0
id17_id6_0001.mp4_264,0
id17_id6_0002.mp4_247,0
id17_id6_0003.mp4_194,0
id17_id6_0004.mp4_132,0
id17_id6_0005.mp4_77,0
id17_id6_0006.mp4_150,0
id17_id6_0007.mp4_232,0
id17_id6_0009.mp4_181,0
id17_id9_0000.mp4_151,0
id17_id9_0001.mp4_25,0
id17_id9_0002.mp4_286,0
id17_id9_0003.mp4_16,0
id17_id9_0004.mp4_168,0
id17_id9_0005.mp4_8,0
id17_id9_0006.mp4_62,0
id17_id9_0007.mp4_38,0
id17_id9_0009.mp4_69,0
id1_0000.mp4_70,0
id1_0001.mp4_217,0
id1_0002.mp4_182,0
id1_0003.mp4_370,0
id1_0004.mp4_296,0
id1_0005.mp4_324,0
id1_0006.mp4_328,0
id1_0007.mp4_36,0
id1_0008.mp4_68,0
id1_0009.mp4_388,0
id1_id0_0000.mp4_97,0
id1_id0_0001.mp4_245,0
id1_id0_0002.mp4_100,0
id1_id0_0003.mp4_291,0
id1_id0_0004.mp4_196,0
id1_id0_0005.mp4_340,0
id1_id0_0006.mp4_451,0
id1_id0_0007.mp4_144,0
id1_id0_0009.mp4_325,0
id1_id16_0000.mp4_75,0
id1_id16_0001.mp4_53,0
id1_id16_0002.mp4_326,0
id1_id16_0003.mp4_290,0
id1_id16_0004.mp4_381,0
id1_id16_0005.mp4_153,0
id1_id16_0006.mp4_115,0
id1_id16_0007.mp4_74,0
id1_id16_0009.mp4_322,0
id1_id17_0000.mp4_155,0
id1_id17_0001.mp4_240,0
id1_id17_0002.mp4_275,0
id1_id17_0003.mp4_122,0
id1_id17_0004.mp4_305,0
id1_id17_0005.mp4_379,0
id1_id17_0006.mp4_401,0
id1_id17_0007.mp4_204,0
id1_id17_0009.mp4_150,0
id1_id2_0000.mp4_273,0
id1_id2_0001.mp4_94,0
id1_id2_0002.mp4_243,0
id1_id2_0003.mp4_388,0
id1_id2_0004.mp4_169,0
id1_id2_0005.mp4_201,0
id1_id2_0006.mp4_124,0
id1_id2_0007.mp4_41,0
id1_id2_0009.mp4_133,0
id1_id3_0000.mp4_340,0
id1_id3_0001.mp4_50,0
id1_id3_0002.mp4_41,0
id1_id3_0003.mp4_290,0
id1_id3_0004.mp4_158,0
id1_id3_0005.mp4_55,0
id1_id3_0006.mp4_25,0
id1_id3_0007.mp4_220,0
id1_id3_0009.mp4_21,0
id1_id4_0000.mp4_24,0
id1_id4_0001.mp4_74,0
id1_id4_0002.mp4_72,0
id1_id4_0003.mp4_121,0
id1_id4_0004.mp4_109,0
id1_id4_0005.mp4_108,0
id1_id4_0006.mp4_95,0
id1_id4_0007.mp4_155,0
id1_id4_0009.mp4_15,0
id1_id6_0000.mp4_9,0
id1_id6_0001.mp4_189,0
id1_id6_0002.mp4_376,0
id1_id6_0003.mp4_98,0
id1_id6_0004.mp4_241,0
id1_id6_0005.mp4_367,0
id1_id6_0006.mp4_68,0
id1_id6_0007.mp4_282,0
id1_id6_0009.mp4_237,0
id1_id9_0000.mp4_164,0
id1_id9_0001.mp4_154,0
id1_id9_0002.mp4_11,0
id1_id9_0003.mp4_229,0
id1_id9_0004.mp4_351,0
id1_id9_0005.mp4_360,0
id1_id9_0006.mp4_387,0
id1_id9_0007.mp4_204,0
id1_id9_0009.mp4_207,0
id2_0000.mp4_149,0
id2_0001.mp4_198,0
id2_0002.mp4_291,0
id2_0003.mp4_182,0
id2_0004.mp4_90,0
id2_0005.mp4_126,0
id2_0006.mp4_133,0
id2_0007.mp4_308,0
id2_0008.mp4_190,0
id2_0009.mp4_155,0
id2_id0_0000.mp4_269,0
id2_id0_0001.mp4_64,0
id2_id0_0002.mp4_49,0
id2_id0_0003.mp4_256,0
id2_id0_0004.mp4_322,0
id2_id0_0005.mp4_237,0
id2_id0_0006.mp4_72,0
id2_id0_0007.mp4_331,0
id2_id0_0008.mp4_218,0
id2_id0_0009.mp4_104,0
id2_id16_0000.mp4_87,0
id2_id16_0001.mp4_268,0
id2_id16_0002.mp4_84,0
id2_id16_0003.mp4_153,0
id2_id16_0004.mp4_341,0
id2_id16_0005.mp4_158,0
id2_id16_0006.mp4_206,0
id2_id16_0007.mp4_43,0
id2_id16_0008.mp4_275,0
id2_id16_0009.mp4_40,0
id2_id17_0000.mp4_243,0
id2_id17_0001.mp4_55,0
id2_id17_0002.mp4_325,0
id2_id17_0003.mp4_162,0
id2_id17_0004.mp4_371,0
id2_id17_0005.mp4_211,0
id2_id17_0006.mp4_38,0
id2_id17_0007.mp4_448,0
id2_id17_0008.mp4_260,0
id2_id17_0009.mp4_292,0
id2_id1_0000.mp4_233,0
id2_id1_0001.mp4_2,0
id2_id1_0002.mp4_142,0
id2_id1_0003.mp4_330,0
id2_id1_0004.mp4_28,0
id2_id1_0005.mp4_211,0
id2_id1_0006.mp4_254,0
id2_id1_0007.mp4_139,0
id2_id1_0008.mp4_495,0
id2_id1_0009.mp4_153,0
id2_id3_0000.mp4_268,0
id2_id3_0001.mp4_309,0
id2_id3_0002.mp4_281,0
id2_id3_0003.mp4_242,0
id2_id3_0004.mp4_310,0
id2_id3_0005.mp4_192,0
id2_id3_0006.mp4_87,0
id2_id3_0007.mp4_416,0
id2_id3_0008.mp4_16,0
id2_id3_0009.mp4_18,0
id2_id4_0000.mp4_341,0
id2_id4_0001.mp4_202,0
id2_id4_0002.mp4_345,0
id2_id4_0003.mp4_43,0
id2_id4_0006.mp4_363,0
id2_id4_0007.mp4_214,0
id2_id4_0008.mp4_496,0
id2_id4_0009.mp4_18,0
id2_id6_0001.mp4_24,0
id2_id6_0002.mp4_222,0
id2_id6_0003.mp4_319,0
id2_id6_0004.mp4_67,0
id2_id6_0005.mp4_52,0
id2_id6_0006.mp4_222,0
id2_id6_0007.mp4_358,0
id2_id6_0008.mp4_273,0
id2_id6_0009.mp4_225,0
id2_id9_0000.mp4_28,0
id2_id9_0001.mp4_106,0
id2_id9_0002.mp4_257,0
id2_id9_0003.mp4_53,0
id2_id9_0004.mp4_402,0
id2_id9_0005.mp4_101,0
id2_id9_0006.mp4_284,0
id2_id9_0007.mp4_230,0
id2_id9_0008.mp4_492,0
id2_id9_0009.mp4_162,0
id3_0000.mp4_2,0
id3_0001.mp4_215,0
id3_0002.mp4_400,0
id3_0003.mp4_170,0
id3_0004.mp4_368,0
id3_0005.mp4_110,0
id3_0006.mp4_379,-1
id3_0007.mp4_83,0
id3_0008.mp4_429,0
id3_0009.mp4_54,0
id3_id0_0000.mp4_204,0
id3_id0_0001.mp4_95,0
id3_id0_0002.mp4_148,0
id3_id0_0003.mp4_180,0
id3_id0_0004.mp4_184,0
id3_id0_0005.mp4_289,0
id3_id0_0006.mp4_340,-1
id3_id0_0007.mp4_216,0
id3_id0_0008.mp4_103,0
id3_id0_0009.mp4_136,0
id3_id16_0000.mp4_49,0
id3_id16_0001.mp4_32,0
id3_id16_0002.mp4_34,0
id3_id16_0003.mp4_337,0
id3_id16_0004.mp4_302,0
id3_id16_0005.mp4_81,0
id3_id16_0006.mp4_209,0
id3_id16_0008.mp4_67,0
id3_id16_0009.mp4_147,0
id3_id17_0000.mp4_327,0
id3_id17_0001.mp4_205,0
id3_id17_0002.mp4_413,0
id3_id17_0003.mp4_307,0
id3_id17_0004.mp4_410,0
id3_id17_0005.mp4_260,0
id3_id17_0006.mp4_253,0
id3_id17_0007.mp4_152,0
id3_id17_0008.mp4_183,0
id3_id17_0009.mp4_11,0
id3_id1_0001.mp4_214,0
id3_id1_0002.mp4_3,0
id3_id1_0003.mp4_3,0
id3_id1_0004.mp4_291,0
id3_id1_0005.mp4_220,0
id3_id1_0006.mp4_118,0
id3_id1_0007.mp4_108,0
id3_id1_0008.mp4_271,0
id3_id1_0009.mp4_452,-1
id3_id2_0000.mp4_208,0
id3_id2_0001.mp4_209,0
id3_id2_0002.mp4_134,0
id3_id2_0003.mp4_225,0
id3_id2_0004.mp4_11,0
id3_id2_0005.mp4_153,0
id3_id2_0006.mp4_226,0
id3_id2_0007.mp4_60,0
id3_id2_0008.mp4_283,0
id3_id2_0009.mp4_191,0
id3_id4_0001.mp4_163,0
id3_id4_0003.mp4_230,0
id3_id4_0004.mp4_286,0
id3_id4_0005.mp4_194,0
id3_id4_0006.mp4_310,-1
id3_id4_0008.mp4_36,0
id3_id6_0000.mp4_392,0
id3_id6_0001.mp4_297,0
id3_id6_0002.mp4_220,0
id3_id6_0003.mp4_227,0
id3_id6_0004.mp4_69,0
id3_id6_0005.mp4_322,0
id3_id6_0006.mp4_252,0
id3_id6_0007.mp4_188,0
id3_id6_0008.mp4_225,0
id3_id6_0009.mp4_230,0
id3_id9_0000.mp4_25,0
id3_id9_0001.mp4_134,0
id3_id9_0002.mp4_412,0
id3_id9_0003.mp4_32,0
id3_id9_0004.mp4_104,0
id3_id9_0005.mp4_106,0
id3_id9_0006.mp4_364,0
id3_id9_0007.mp4_281,0
id3_id9_0008.mp4_298,0
id3_id9_0009.mp4_324,0
id4_0000.mp4_184,0
id4_0001.mp4_39,0
id4_0002.mp4_252,0
id4_0003.mp4_98,0
id4_0004.mp4_139,0
id4_0005.mp4_361,0
id4_0006.mp4_158,0
id4_0007.mp4_417,0
id4_0008.mp4_8,0
id4_0009.mp4_111,0
id4_id0_0000.mp4_345,0
id4_id0_0001.mp4_120,0
id4_id0_0002.mp4_77,0
id4_id0_0003.mp4_30,0
id4_id0_0004.mp4_361,0
id4_id0_0005.mp4_353,0
id4_id0_0006.mp4_102,0
id4_id0_0007.mp4_376,0
id4_id0_0008.mp4_124,0
id4_id0_0009.mp4_173,0
id4_id1_0000.mp4_127,0
id4_id1_0001.mp4_425,0
id4_id1_0002.mp4_64,0
id4_id1_0003.mp4_55,0
id4_id1_0004.mp4_101,0
id4_id1_0005.mp4_388,0
id4_id1_0006.mp4_186,0
id4_id1_0007.mp4_47,0
id4_id1_0008.mp4_132,0
id4_id1_0009.mp4_233,0
id4_id2_0000.mp4_410,0
id4_id2_0001.mp4_88,0
id4_id2_0002.mp4_171,0
id4_id2_0003.mp4_105,0
id4_id2_0004.mp4_218,0
id4_id2_0005.mp4_66,0
id4_id2_0006.mp4_120,0
id4_id2_0007.mp4_166,0
id4_id2_0008.mp4_238,0
id4_id2_0009.mp4_157,0
id4_id3_0000.mp4_403,0
id4_id3_0001.mp4_53,0
id4_id3_0002.mp4_47,0
id4_id3_0003.mp4_406,0
id4_id3_0004.mp4_279,0
id4_id3_0005.mp4_224,0
id4_id3_0006.mp4_58,0
id4_id3_0007.mp4_256,0
id4_id3_0008.mp4_27,0
id4_id3_0009.mp4_205,0
id4_id6_0000.mp4_97,0
id4_id6_0001.mp4_187,0
id4_id6_0002.mp4_294,0
id4_id6_0003.mp4_140,0
id4_id6_0004.mp4_263,0
id4_id6_0005.mp4_35,0
id4_id6_0006.mp4_64,0
id4_id6_0007.mp4_330,0
id4_id6_0008.mp4_101,0
id4_id6_0009.mp4_208,0
id4_id9_0000.mp4_121,0
id4_id9_0001.mp4_4,0
id4_id9_0002.mp4_399,0
id4_id9_0003.mp4_36,0
id4_id9_0004.mp4_138,0
id4_id9_0005.mp4_148,0
id4_id9_0006.mp4_50,0
id4_id9_0007.mp4_187,0
id4_id9_0008.mp4_96,0
id6_0000.mp4_541,0
id6_0001.mp4_280,0
id6_0002.mp4_257,0
id6_0003.mp4_352,0
id6_0004.mp4_292,0
id6_0005.mp4_71,0
id6_0006.mp4_61,0
id6_0007.mp4_463,0
id6_0008.mp4_147,0
id6_0009.mp4_372,0
id6_id0_0000.mp4_171,0
id6_id0_0001.mp4_192,0
id6_id0_0002.mp4_155,0
id6_id0_0003.mp4_185,0
id6_id0_0004.mp4_116,0
id6_id0_0005.mp4_352,0
id6_id0_0006.mp4_259,0
id6_id0_0007.mp4_397,0
id6_id0_0008.mp4_278,0
id6_id0_0009.mp4_285,0
id6_id16_0000.mp4_81,0
id6_id16_0001.mp4_122,0
id6_id16_0002.mp4_568,0
id6_id16_0003.mp4_310,0
id6_id16_0004.mp4_208,0
id6_id16_0005.mp4_340,0
id6_id16_0006.mp4_28,0
id6_id16_0007.mp4_374,0
id6_id16_0008.mp4_11,0
id6_id16_0009.mp4_473,0
id6_id17_0000.mp4_437,0
id6_id17_0001.mp4_153,0
id6_id17_0002.mp4_205,0
id6_id17_0003.mp4_215,0
id6_id17_0004.mp4_114,0
id6_id17_0005.mp4_222,0
id6_id17_0006.mp4_58,0
id6_id17_0007.mp4_117,0
id6_id17_0008.mp4_127,0
id6_id17_0009.mp4_482,0
id6_id1_0000.mp4_337,0
id6_id1_0001.mp4_291,0
id6_id1_0002.mp4_495,0
id6_id1_0003.mp4_60,0
id6_id1_0004.mp4_236,0
id6_id1_0005.mp4_239,0
id6_id1_0006.mp4_201,0
id6_id1_0007.mp4_400,0
id6_id1_0008.mp4_2,0
id6_id1_0009.mp4_289,0
id6_id2_0000.mp4_9,0
id6_id2_0001.mp4_80,0
id6_id2_0002.mp4_330,0
id6_id2_0003.mp4_187,0
id6_id2_0004.mp4_278,0
id6_id2_0005.mp4_257,0
id6_id2_0006.mp4_134,0
id6_id2_0007.mp4_76,0
id6_id2_0008.mp4_36,0
id6_id2_0009.mp4_43,0
id6_id3_0000.mp4_247,0
id6_id3_0001.mp4_244,0
id6_id3_0002.mp4_437,0
id6_id3_0003.mp4_96,0
id6_id3_0004.mp4_389,0
id6_id3_0005.mp4_191,0
id6_id3_0006.mp4_39,0
id6_id3_0007.mp4_540,0
id6_id3_0008.mp4_341,0
id6_id3_0009.mp4_87,0
id6_id4_0001.mp4_22,0
id6_id4_0004.mp4_135,0
id6_id4_0005.mp4_313,0
id6_id4_0006.mp4_260,0
id6_id4_0007.mp4_0,0
id6_id4_0008.mp4_321,0
id6_id4_0009.mp4_122,0
id6_id9_0000.mp4_24,0
id6_id9_0001.mp4_235,0
id6_id9_0002.mp4_164,0
id6_id9_0003.mp4_65,0
id6_id9_0004.mp4_156,0
id6_id9_0005.mp4_203,0
id6_id9_0006.mp4_168,0
id6_id9_0007.mp4_20,0
id6_id9_0008.mp4_250,0
id6_id9_0009.mp4_464,0
id7_0000.mp4_100,0
id7_0001.mp4_277,0
id7_0002.mp4_101,0
id7_0003.mp4_140,0
id7_0004.mp4_424,0
id7_0005.mp4_86,0
id7_0006.mp4_40,0
id7_0007.mp4_115,0
id7_0008.mp4_70,0
id7_0009.mp4_101,0
id7_id10_0001.mp4_209,0
id7_id10_0002.mp4_184,0
id7_id10_0003.mp4_210,0
id7_id10_0004.mp4_463,0
id7_id10_0005.mp4_8,0
id7_id10_0007.mp4_256,0
id7_id10_0009.mp4_126,0
id7_id11_0000.mp4_209,0
id7_id11_0001.mp4_248,0
id7_id11_0002.mp4_69,0
id7_id11_0004.mp4_75,0
id7_id11_0005.mp4_13,0
id7_id11_0006.mp4_197,0
id7_id11_0007.mp4_313,0
id7_id11_0009.mp4_220,0
id7_id12_0000.mp4_25,0
id7_id12_0002.mp4_185,0
id7_id12_0004.mp4_155,0
id7_id12_0005.mp4_78,0
id7_id12_0007.mp4_187,0
id7_id12_0009.mp4_150,0
id7_id13_0000.mp4_149,0
id7_id13_0001.mp4_156,0
id7_id13_0002.mp4_143,0
id7_id13_0004.mp4_441,0
id7_id13_0005.mp4_69,0
id7_id13_0006.mp4_111,0
id7_id13_0007.mp4_126,0
id7_id13_0009.mp4_413,0
id8_0001.mp4_220,0
id8_0002.mp4_298,0
id8_0003.mp4_215,0
id8_0004.mp4_59,0
id8_0005.mp4_107,0
id8_0006.mp4_186,0
id8_0007.mp4_191,0
id8_0008.mp4_116,0
id8_0009.mp4_283,0
id8_id0_0002.mp4_18,0
id8_id0_0003.mp4_366,0
id8_id0_0007.mp4_335,0
id8_id0_0008.mp4_93,0
id8_id1_0002.mp4_348,0
id8_id1_0003.mp4_12,0
id8_id1_0007.mp4_312,0
id8_id1_0008.mp4_149,0
id8_id2_0002.mp4_161,0
id8_id2_0003.mp4_147,0
id8_id2_0007.mp4_241,0
id8_id2_0008.mp4_495,0
